# soundevents-dataset — the permanent sound-event-id ledger.
#
# THIS FILE IS THE AUTHORITY FOR `SoundEventId`. `cargo xtask codegen`
# reads it, mints ids for any new `ontology.json` entry, rewrites it, and
# emits the ids into `src/ontology/generated.rs` and
# `src/rated/generated.rs`, where they are part of the crate's PUBLIC API.
# Downstream stores the id and looks the entry back up; a renumbering
# silently repoints stored data at the wrong sound event.
#
# The id discipline — these ids are PERMANENT:
#
#   * An id is assigned once and NEVER changes. Correcting an entry's
#     display name, description, citation, children or restrictions
#     KEEPS its id.
#   * A dropped entry's id is NEVER reused. Its row stays here, retired,
#     so the mint can never hand the number out again.
#   * A new entry mints a fresh id: the high-water mark plus one. Ids
#     start at 1 — 0 is never assigned, so a zeroed id is always
#     detectably invalid.
#
# EVERY ROW HERE IS LOAD-BEARING, retired ones included. A retired row
# is the only record that its number was ever handed out; delete it and
# the next mint can hand the same number to a different sound event.
# Rows are only ever added or edited in place — never removed, never
# renumbered, and the file is never regenerated from scratch.
# `tests/ids.rs` pins every row, retired ones included, and CI re-runs
# codegen and fails on any drift in this file.
#
# `mid` is the AudioSet machine id (`/m/09x0r`, `/t/dd00012`) and the
# join key the generator matches `ontology.json` entries on. Upstream
# treats it as the entry's stable identity and relabels the display name
# freely, so a rename never reaches this file: it is only ever a
# correction to `ontology.json`, and the id stays put.
#
# A mid, in turn, is not supposed to change — so a run that both retires
# a mid and mints a new one is either a genuine class swap in an upstream
# revision, or upstream RE-MIDDING a class it kept. The second would
# orphan every id already stored for it, and codegen cannot tell the two
# apart. It refuses such a run until you either edit the mid in place
# here (keeping its id) or pass --allow-retire-and-mint to confirm the
# events are unrelated.
#
# The ledger spans the FULL ontology, and the `rated` module is a subset
# of it keyed on the same mids — so a class present in both views carries
# one and the same id in each. `rated`'s model output index is a separate,
# retrain-scoped number and is NOT this id.
id,mid
88,/m/07r_k2n
89,/m/07qf0zm
90,/m/07rc7d9
91,/m/0ghcn6
92,/t/dd00136
93,/m/07srf8z
94,/m/01yrx
95,/m/02yds9
96,/m/07qrkrw
97,/m/07rjwbb
98,/m/0f25s6
99,/m/07r81j2
100,/m/0ch8v
101,/m/03k3r
102,/m/07rv9rh
103,/m/07q5rw0
104,/t/dd00139
105,/t/dd00140
106,/m/0ffhf
107,/m/01xq0k1
108,/m/07rpkh9
109,/m/0239kh
110,/m/01hhp3
111,/m/068zj
112,/t/dd00018
113,/m/03fwl
114,/m/07q0h5t
115,/m/07bgp
116,/m/025rv6n
117,/m/09b5t
118,/m/07st89h
119,/m/07qn5dc
120,/m/01rd7k
121,/m/07svc2k
122,/m/09ddx
123,/m/07qdb04
124,/m/0dbvp
125,/m/07qwf61
126,/m/01280g
127,/m/0cdnk
128,/m/04cvmfc
129,/m/015p6
130,/m/020bb7
131,/m/07pggtn
132,/m/07sx8x_
133,/m/0h0rv
134,/m/07r_25d
135,/m/04s8yn
136,/m/07r5c2p
137,/m/09d5_
138,/m/07r_80w
139,/m/01dwxx
140,/m/05_wcq
141,/m/01z5f
142,/m/06hps
143,/m/04rmv
144,/m/02021
145,/m/07r4gkf
146,/m/03vt0
147,/m/09xqv
148,/m/09f96
149,/m/0h2mp
150,/m/07pjwq1
151,/m/01h3n
152,/m/09ld4
153,/m/07st88b
154,/m/078jl
155,/m/07qn4z3
156,/m/032n05
157,/m/04rlf
158,/m/04szw
159,/m/0fx80y
160,/m/0342h
161,/m/02sgy
162,/m/018vs
163,/m/042v_gx
164,/m/06w87
165,/m/01glhc
166,/m/07s0s5r
167,/m/018j2
168,/m/0jtg0
169,/m/04rzd
170,/m/01bns_
171,/m/07xzm
172,/m/05148p4
173,/m/05r5c
174,/m/01s0ps
175,/m/025cbm
176,/m/0bxl5
177,/m/013y1f
178,/m/03xq_f
179,/m/03gvt
180,/m/0l14qv
181,/m/01v1d8
182,/m/0gkd1
183,/m/03q5t
184,/m/0l14md
185,/m/02hnl
186,/m/0cfdd
187,/m/026t6
188,/m/06rvn
189,/m/03t3fj
190,/m/02k_mr
191,/m/0bm02
192,/m/011k_j
193,/m/01p970
194,/m/01qbl
195,/m/03qtq
196,/m/0bm0k
197,/m/01sm1g
198,/m/07brj
199,/m/05r5wn
200,/m/0xzly
201,/m/0mbct
202,/m/016622
203,/m/0j45pbj
204,/m/0dwsp
205,/m/0dwtp
206,/m/0dwt5
207,/m/0l156b
208,/m/05pd6
209,/m/01kcd
210,/m/0319l
211,/m/07gql
212,/m/07c6l
213,/m/020w2
214,/m/0y64j
215,/m/0l14_3
216,/m/02qmj0d
217,/m/07y_7
218,/m/0d8_n
219,/m/01xqw
220,/m/02fsn
221,/m/085jw
222,/m/0l14j_
223,/m/06ncr
224,/m/02pprs
225,/m/03t22m
226,/m/01wy6
227,/m/05kms
228,/m/01c3q
229,/m/03m5k
230,/m/0395lw
231,/m/03w41f
232,/m/027m70_
233,/m/0gy1t2s
234,/m/07n_g
235,/m/0f8s22
236,/m/026fgl
237,/m/0150b9
238,/m/03qjg
239,/m/0mkg
240,/m/0192l
241,/m/02bxd
242,/m/0l14l2
243,/m/07kc_
244,/m/0l14t7
245,/m/05229
246,/m/01vj9c
247,/m/01hgjl
248,/m/0kpv1t
249,/m/064t9
250,/m/0glt670
251,/m/04j_h4
252,/m/0n8zsc8
253,/m/02cz_7
254,/m/06by7
255,/m/03lty
256,/m/05r6t
257,/m/0dls3
258,/m/0dl5d
259,/m/07sbbz2
260,/m/05w3f
261,/m/06j6l
262,/m/0gywn
263,/m/06cqb
264,/m/0190y4
265,/m/01lyv
266,/m/015y_n
267,/m/0gg8l
268,/m/02x8m
269,/m/02w4v
270,/m/06j64v
271,/m/03_d0
272,/m/026z9
273,/m/0ggq0m
274,/m/05lls
275,/m/02lkt
276,/m/03mb9
277,/m/07gxw
278,/m/07s72n
279,/m/029h7y
280,/m/0283d
281,/m/01f9gb
282,/m/0m0jc
283,/m/08cyft
284,/m/0fd3y
285,/m/052smk
286,/m/07lnk
287,/m/0m0fw
288,/m/0bmfpc
289,/m/0g293
290,/m/02ccj9
291,/m/0ln16
292,/m/0kpck
293,/m/080nby
294,/m/05q7ms
295,/m/0326g
296,/m/0155w
297,/m/05fw6t
298,/m/02v2lh
299,/m/0y4f8
300,/m/0z9c
301,/m/0164x2
302,/m/0145m
303,/m/022dgg
304,/m/02mscn
305,/m/016cjb
306,/m/028sqc
307,/m/015vgc
308,/m/0dq0md
309,/m/06rqw
310,/m/02p0sh1
311,/m/05rwpb
312,/t/dd00027
313,/m/074ft
314,/m/09dsr
315,/m/05jcn
316,/m/022c7z
317,/m/05xp3j
318,/m/01gp74
319,/m/0b128
320,/m/021wwz
321,/m/0kc2j
322,/m/03w6d1
323,/t/dd00028
324,/m/025td0t
325,/m/02cjck
326,/m/03r5q_
327,/m/0l14gg
328,/m/07pkxdp
329,/m/01z7dr
330,/m/0140xf
331,/m/0ggx5q
332,/m/04wptg
333,/t/dd00029
334,/t/dd00030
335,/t/dd00031
336,/t/dd00032
337,/t/dd00033
338,/t/dd00034
339,/t/dd00035
340,/t/dd00036
341,/t/dd00037
342,/m/059j3w
343,/m/03m9d0z
344,/m/07q8f3b
345,/m/09t49
346,/t/dd00092
347,/m/0jb2l
348,/m/0ngt1
349,/m/0838f
350,/m/06mb1
351,/m/07r10fb
352,/t/dd00038
353,/m/0j6m2
354,/m/0j2kx
355,/m/05kq4
356,/m/034srq
357,/m/06wzb
358,/m/07swgks
359,/m/02_41
360,/m/07pzfmf
361,/m/0fjy1
362,/t/dd00041
363,/m/07yv9
364,/m/019jd
365,/m/0hsrw
366,/m/056ks2
367,/m/02rlv9
368,/m/06q74
369,/m/012f08
370,/m/0k4j
371,/m/0912c9
372,/m/07qv_d5
373,/m/02mfyn
374,/m/04gxbd
375,/m/07rknqz
376,/m/0h9mv
377,/t/dd00134
378,/m/0ltv
379,/m/07r04
380,/m/0gvgw0
381,/m/05x_td
382,/m/02rhddq
383,/m/03cl9h
384,/m/01bjv
385,/m/03j1ly
386,/m/04qvtq
387,/m/012n7d
388,/m/012ndj
389,/m/04_sv
390,/m/0btp2
391,/m/06d_3
392,/m/07jdr
393,/m/04zmvq
394,/m/0284vy3
395,/m/01g50p
396,/t/dd00048
397,/m/0195fx
398,/m/0k5j
399,/m/014yck
400,/m/04229
401,/m/02l6bg
402,/m/09ct_
403,/m/0cmf2
404,/t/dd00061
405,/m/0199g
406,/m/06_fw
407,/m/02mk9
408,/t/dd00065
409,/m/08j51y
410,/m/01yg9g
411,/m/01j4z9
412,/t/dd00066
413,/t/dd00067
414,/m/01h82_
415,/t/dd00130
416,/m/07pb8fc
417,/m/07q2z82
418,/t/dd00071
419,/m/02dgv
420,/m/03wwcy
421,/m/07r67yg
422,/m/02y_763
423,/m/07rjzl8
424,/m/07r4wb8
425,/m/07qcpgn
426,/m/07q6cd_
427,/m/0642b4
428,/m/0fqfqc
429,/m/04brg2
430,/m/023pjk
431,/m/07pn_8q
432,/m/0dxrf
433,/m/0fx9l
434,/m/02pjr4
435,/g/11b630rrvh
436,/m/02jz0l
437,/m/0130jx
438,/m/03dnzn
439,/m/03wvsk
440,/m/01jt3m
441,/m/012xff
442,/m/04fgwm
443,/m/0d31p
444,/m/01s0vc
445,/m/0zmy2j9
446,/m/03v3yw
447,/m/0242l
448,/m/05mxj0q
449,/m/01lsmm
450,/m/02g901
451,/m/05rj2
452,/m/0316dw
453,/m/0c2wf
454,/m/01m2v
455,/m/081rb
456,/m/07pp_mv
457,/m/07cx4
458,/m/07pp8cl
459,/m/01hnzm
460,/m/01sb50
461,/m/02c8p
462,/m/015jpf
463,/m/01z47d
464,/m/046dlr
465,/m/03kmc9
466,/m/0dgbq
467,/m/030rvx
468,/m/01y3hg
469,/m/0c3f7m
470,/m/04fq5q
471,/m/0l156k
472,/m/06hck5
473,/t/dd00077
474,/m/02bm9n
475,/m/01x3z
476,/m/07qjznt
477,/m/07qjznl
478,/m/0l7xg
479,/m/05zc1
480,/m/0llzx
481,/m/02x984l
482,/m/025wky1
483,/m/024dl
484,/m/01m4t
485,/m/0dv5r
486,/m/07bjf
487,/m/07k1x
488,/m/03l9g
489,/m/03p19w
490,/m/01b82r
491,/m/02p01q
492,/m/023vsd
493,/m/0_ksk
494,/m/01d380
495,/m/014zdl
496,/m/032s66
497,/m/04zjc
498,/m/02z32qm
499,/m/0_1c
500,/m/073cg4
501,/m/0g6b5
502,/g/122z_qxw
503,/m/07qsvvw
504,/m/07pxg6y
505,/m/07qqyl4
506,/m/0193bn
507,/m/083vt
508,/m/07pczhz
509,/m/07pl1bw
510,/m/07qs1cx
511,/m/07pc8l3
512,/m/039jq
513,/m/07q7njn
514,/m/07rn7sz
515,/m/04k94
516,/m/07rrlb6
517,/m/07p6mqd
518,/m/07qlwh6
519,/m/07r5v4s
520,/m/07prgkl
521,/m/07pqc89
522,/t/dd00088
523,/m/07p7b8y
524,/m/07qlf79
525,/m/07ptzwd
526,/m/07ptfmf
527,/m/0dv3j
528,/t/dd00089
529,/m/0790c
530,/m/04179zz
531,/m/0dl83
532,/m/07rqsjt
533,/m/07qnq_y
534,/m/07rrh0c
535,/t/dd00108
536,/m/07pk7mg
537,/t/dd00091
538,/m/0hg7b
539,/m/0b_fwt
540,/m/01vfsf
541,/m/02rr_
542,/m/07m2kt
543,/t/dd00133
544,/m/018w8
545,/t/dd00098
546,/t/dd00099
547,/m/07pws3f
548,/m/07ryjzk
549,/m/07rdhzs
550,/m/07pjjrj
551,/m/07pc8lb
552,/m/07pqn27
553,/m/07rbp7_
554,/m/07pyf11
555,/t/dd00109
556,/m/07qb_dv
557,/m/07qv4k0
558,/m/07pdjhy
559,/m/07s8j8t
560,/m/07pt6mm
561,/t/dd00110
562,/m/07plct2
563,/t/dd00112
564,/m/07qcx4z
565,/m/05n1m
566,/t/dd000138
567,/m/02fs_r
568,/m/07qwdck
569,/m/07phxs1
570,/m/07rv4dm
571,/m/07rpk1c
572,/m/07s02z0
573,/m/07q8k13
574,/m/07qh7jl
575,/m/07qwyj0
576,/m/07s34ls
577,/m/07qmpdm
578,/m/07p9k1k
579,/m/07qc9xj
580,/m/07rwm0c
581,/m/07phhsh
582,/m/07r_r9m
583,/m/07qyrcz
584,/m/07qfgpx
585,/t/dd00118
586,/m/07q34h3
587,/m/07rcgpl
588,/m/07p78v5
589,/t/dd00121
590,/m/07s12q4
591,/m/028v0c
592,/t/dd00122
593,/m/01v_m0
594,/m/0b9m1
595,/m/0hdsk
596,/m/0c1dj
597,/m/07pt_g0
598,/m/01fhw5
599,/m/017gp
600,/m/05szwhw
601,/t/dd00123
602,/t/dd00093
603,/t/dd00125
604,/t/dd00126
605,/t/dd00127
606,/t/dd00128
607,/t/dd00129
608,/m/01b9nn
609,/m/01jnbd
610,/m/096m7z
611,/m/093_4n
612,/m/06_y0by
613,/m/09d1b1
614,/m/07rgkc5
615,/m/06xkwv
616,/m/0g12c5
617,/m/08p9q4
618,/m/07szfh9
619,/m/0chx_
620,/m/0cj0r
621,/m/07p_0gm
622,/m/01jwx6
623,/m/07bm98
624,/m/07c52
625,/m/06bz3
626,/m/0cfpc
627,/m/01b7fy
628,/m/025l19
629,/m/07hvw1
630,/m/0174nj
631,/m/01www
632,/m/04zc0
